subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
57,cm1205,"like the weather, so easy to change",conv,5,3,17,13,19495,28,f,right,1,3,non-english,1.25,2.75,0.8,11,15,24,5,28,10,5,12.0971937,0.020868829,0.140990303
60,cm1266,The Earth is like an airport.,conv,5,3,12,18,34574,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.082314714,0.170719176
60,cm1270,College is like a carnival.,conv,4.5,3,16,16,35456,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,-0.012626875,0.018999298
60,cm1275,Some professors are like dolphins.,conv,5,3,21,9,32722,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.074573291,-0.026107797
61,cm1288,some teenagers are like tornados,conv,5,3,12,12,16052,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.033696012,0.059741019
61,cm1290,colleges are like ports,conv,5,3,14,16,49919,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,-0.022353694,-0.065412154
61,cm1294,some jobs are like chains,conv,5,3,18,1,11608,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,-0.118579133,0.007536346
1,cm4,Teens are like whirlwinds. ,conv,5,2.75,4,12,225053,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.065346349,-0.034402496
4,cm75,Her house is as clean as a crystal ,conv,5,2.75,9,22,75945,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.222965213,0.433639361
8,cm167,are harder to move than a lazy dog ,conv,5,2.75,13,6,28460,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,0.059878977,0.108169427
11,cm238,Her smile pulls people towards her like bees to honey. ,conv,4.5,2.75,18,10,45825,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.073920115,0.049770499
15,cm313,Her family was like a house with a good foundation ,conv,5,2.75,5,5,31707,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.05573013,0.097950267
16,cm349,Some professors are like libraries ,conv,5,2.75,19,9,9219,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.003020539,-0.024670435
18,cm381,Some professors are like Thomas Edison. ,conv,2.5,2.75,7,9,72021,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.048414766,-0.041029686
22,cm476,Her family is her rock and treasure. ,conv,5,2.75,14,5,14324,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,-0.009427947,-0.106282899
25,cm541,Cigarettes are unpredictable as car accidents.  ,conv,5,2.75,13,15,100566,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.191164722,0.216346468
28,cm597,Her family are like a compound with a gate. ,conv,5,2.75,3,5,131826,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.016531113,0.035639131
30,cm647,Her beauty is like a magnet for good fortune ,conv,5,2.75,9,14,30136,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.286584797,0.213694383
32,cm684,Some college lectures are like banging my head against a wall. ,conv,5,2.75,2,2,30972,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,,
32,cm692,Some teenagers are like the Enegizer Bunny. ,conv,5,2.75,10,12,16762,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,-0.009504064,-0.016153769
36,cm789,The Earth is like a giant NYC ,conv,3.5,2.75,19,18,20178,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,-0.059706283,-0.047775364
39,cm858,love is like a mystery,conv,5,2.75,22,3,6235,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,-0.008662182,0.009371834
40,cm871,Some teenagers are like rolling stones.,conv,5,2.75,13,12,34488,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,-0.017826173,0.066574439
42,cm915,Education is the bridge to reach new horizons ,conv,5,2.75,13,19,45182,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,0.165378909,0.23474968
43,cm926,Friendship is like handcuffing yourself to someone. ,conv,5,2.75,2,20,55999,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.054784,0.081768207
44,cm967,His temper is like Mount Vesuvius. ,conv,5,2.75,21,13,28850,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,-0.013320153,0.16433839
45,cm969,Education is like the beginning of a ladder to success,conv,5,2.75,1,19,56259,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.271215426,0.254292788
45,cm976,Some college lectures are like watching paint dry,conv,5,2.75,8,2,11682,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,,
45,cm985,Love is a rollercoaster,conv,5,2.75,17,3,5481,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.022136108,-0.051870834
45,cm990,Cigarettes are like an assasin in wait,conv,5,2.75,22,15,30056,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.14782994,0.315855721
46,cm999,The Earth is like Mahattan filled with people moving fast all the time.,conv,3.5,2.75,9,18,45548,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.454630464,0.552425826
48,cm1038,Divorce is the end of life.,conv,4,2.75,4,17,18243,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.579735724,0.481862725
48,cm1043,Some relationships are living in a circle without anyone near.,conv,3.5,2.75,9,11,30577,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.304559576,0.212747717
48,cm1048,Some teenagers are like rockets.,conv,5,2.75,14,12,20398,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,-0.031555598,0.103300138
49,cm1073,Cigarettes are like taking poisonous pills. ,conv,3.5,2.75,17,15,76982,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.100118565,0.108320261
49,cm1075,Her smile is like beautiful flowers.,conv,5,2.75,19,10,46581,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.022745691,0.023415454
49,cm1077,Her family is like a well-built house.,conv,5,2.75,21,5,66238,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,-0.062487845,0.00037486
50,cm1085,Friendship is a long-term tie.,conv,5,2.75,7,20,35923,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.024231142,0.083662374
50,cm1095,Her smile is like treasure to other people.,conv,5,2.75,17,10,67521,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,-0.004788445,-0.017592689
59,cm1233,friendship is a long story of love,conv,3,2.75,1,20,29877,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,0.331019491,0.38469442
59,cm1248,some old men are elephants,conv,5,2.75,16,6,26973,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,0.142579717,0.113660078
61,cm1298,education is like a mountain path,conv,5,2.75,22,19,116588,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.093511457,0.1132904
1,cm2,Love is a journey. ,conv,5,2.5,2,3,149903,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.042742083,0.036865742
1,cm22,Her family is like her blanket. ,conv,5,2.5,22,5,17476,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,-0.010957066,0.010061554
4,cm70,Her smile is as beautiful as a sunset ,conv,5,2.5,4,10,70057,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,-0.010457808,-0.015091977
6,cm126,Some of her property seemed to be paved in diamonds. ,conv,4,2.5,16,21,16753,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.139550114,0.170138362
7,cm133,Colleges are like train stations. ,conv,5,2.5,1,16,46120,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.020782968,0.046869003
7,cm142,Owning some property is like owning the world's largest diamond. ,conv,4.5,2.5,10,21,47739,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.176895155,0.227621401
8,cm170,are sharper than a knife ,conv,5,2.5,16,9,11031,24,f,right,4,2,english,,0,0,0,7,3,8,30,19,8,17.2241805,-0.040293294,-0.045844713
9,cm180,colleges are like airports ,conv,4,2.5,4,16,18045,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,-0.018411939,0.027237509
9,cm196,Certain memories are like photos ,conv,3,2.5,20,4,60488,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,,
9,cm197,Some professors are like da Vinci ,conv,2.5,2.5,21,9,12930,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.097052742,-0.019166225
10,cm199,Certain memories are like a well composed movie scene ,conv,3.5,2.5,1,4,150328,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,,
10,cm201,Some computer programs are like trying to rocket surgery/brain science ,conv,3,2.5,3,7,50926,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.217484975,0.283977605
10,cm204,Some jobs are a prison ,conv,4.5,2.5,6,1,14285,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,-0.019069398,0.100755914
10,cm205,Colleges are international social hubs ,conv,3.5,2.5,7,16,13423,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.003348538,0.029307135
10,cm218,Her family is a haven ,conv,2.5,2.5,20,5,12311,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,-0.011980552,-0.004126045
11,cm228,Some people are like stone walls. ,conv,5,2.5,8,8,79549,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.158100363,0.267199193
11,cm229,The Earth reminds me of a blocked up highway during rush hour. ,conv,5,2.5,9,18,164759,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.059080183,0.260272833
11,cm231,Some jobs make you feel like you're suffocating. ,conv,5,2.5,11,1,13097,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,-0.151086243,0.141214555
12,cm245,Colleges are like subway stations in New York. ,conv,5,2.5,3,16,96825,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.018407747,0.038592244
12,cm258,Some computer programs are like rubix cubes. ,conv,4.5,2.5,16,7,61665,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.190199452,0.200292127
12,cm263,Her house is like one from a catalog. ,conv,3.5,2.5,21,22,22576,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.139365132,0.322772487
13,cm283,"The earth is like an anthill, only much much bigger ",conv,3.5,2.5,19,18,42128,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.014141305,0.096440625
15,cm320,Her smile is as bright as the sun ,conv,4,2.5,12,10,53628,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.010611903,0.012933749
15,cm321,Some jobs are like being stuck between a rock and a hard place ,conv,5,2.5,13,1,17957,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.10808549,0.038947675
15,cm324,The Earth is like an ant hill ,conv,3.5,2.5,16,18,17022,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.047457613,0.04070484
16,cm338,Love is like a stormy sea ,conv,5,2.5,8,3,10456,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,-0.013662229,0.082855108
16,cm345,The earth is like an anthill ,conv,3.5,2.5,15,18,5597,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.014141305,0.096440625
17,cm355,Her house is like a showroom ,conv,3.5,2.5,3,22,19081,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.093199215,0.338210003
17,cm362,The earth is like an anthill ,conv,3.5,2.5,10,18,19019,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.014141305,0.096440625
17,cm365,Divorce acts like a tornado ,conv,4.5,2.5,13,17,18244,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.288115827,0.276841997
17,cm369,Some computer programs are like trying to solve a rubix cube ,conv,4.5,2.5,17,7,57708,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,0.275723532,0.346728247
17,cm370,Her family is like a good home-base ,conv,5,2.5,18,5,48029,28,f,right,7,3,english,,0,0,0,10,41,9,48,24,11,16.7145211,-0.003434374,0.051350631
19,cm397,Divorce is like an atomic bomb ,conv,5,2.5,1,17,59900,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.243841835,0.234576665
19,cm400,The Earth is like an airport on Monday morning. ,conv,5,2.5,4,18,57045,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.09640259,0.197465892
20,cm436,Some old men are like a mule. ,conv,5,2.5,18,6,29312,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.153888999,0.103416803
22,cm477,Her house is like as clean as a hosptial ward. ,conv,4.5,2.5,15,22,24603,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.128045096,0.275578196
22,cm484,Certain memories are like well-written novels. ,conv,5,2.5,22,4,66137,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,,
23,cm495,"Talking to some of her professors was like reading an encyclopedia, the stream of information seemed like it would never end.  ",conv,5,2.5,11,9,55457,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.136214823,0.158333022
24,cm508,His temper is like a pressure cooker thats been put on to high ,conv,5,2.5,2,13,52722,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.028185274,0.24252687
24,cm516,The Earth is like a New York City Subway train  ,conv,5,2.5,10,18,25550,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.083153244,0.226559197
25,cm548,Her smile brings everybody together like glue.  ,conv,5,2.5,20,10,45597,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,-0.054493882,0.130624918
26,cm563,the earth is like the traffic in rush hour ,conv,5,2.5,13,18,66715,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.145371563,0.332678156
27,cm586,colleges are like airports. ,conv,4.5,2.5,14,16,12705,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,-0.018411939,0.027237509
27,cm592,Friendship binds like sturdy rope.  ,conv,5,2.5,20,20,26584,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,-0.00182622,0.12826268
30,cm658,The earth is like an ant hill with all of its constantly working ants ,conv,3.5,2.5,20,18,21442,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.109907427,0.199401734
31,cm670,Divorce comes in like an earthquake and leaves like a tornado. ,conv,5,2.5,10,17,21823,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.328170905,0.257198672
33,cm722,Those teens are like buzy bees.  ,conv,5,2.5,18,12,15697,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,0.071767497,0.071757078
34,cm735,"His temper is like filling up a balloon with air, but then someone pokes him and he explodes. ",conv,5,2.5,9,13,78236,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.231638064,0.397723151
34,cm737,"The Earth is like how an anthill is like, filled with ants moving and working. ",conv,4,2.5,11,18,41324,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.224877782,0.274400948
35,cm759,  the earth is like an airport ,conv,5,2.5,11,18,11761,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.082314714,0.170719176
36,cm785,Cigarettes are like the silence killer diabetes ,conv,5,2.5,15,15,38223,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.130156304,0.144754162
37,cm796,love is like the weather  ,conv,5,2.5,4,3,13491,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.0432849,0.130142807
37,cm802,the earth is like an airport  ,conv,5,2.5,10,18,13796,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.082314714,0.170719176
38,cm821,Her beauty was like a get out of jail free card for her. ,conv,4.5,2.5,7,14,15137,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.19275768,0.356879712
39,cm839,education is like opening a door for a job,conv,5,2.5,3,19,44139,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.190149569,0.222585204
40,cm864,The Earth is like a giant man-hive.,conv,3.5,2.5,6,18,189530,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,-0.035822243,0.023276909
40,cm872,Colleges are melting pots of culture. ,conv,4.5,2.5,14,16,34871,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.05959313,0.209975055
42,cm910,Certain memories are like a Monet  ,conv,4.5,2.5,8,4,112285,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,,
43,cm934,Colleges are like miniature cities. ,conv,3.5,2.5,10,16,17381,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.07366693,0.055343979
44,cm952,"Some professors are walking, talking encyclopedias. ",conv,5,2.5,6,9,31255,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.134228117,0.136706535
44,cm957,Some teenagers are like racecars. ,conv,5,2.5,11,12,44205,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.020657665,0.022068769
44,cm964,Her beauty is a tool for success. ,conv,3,2.5,18,14,24906,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.096725451,0.182045811
46,cm992,Divorce is like deconstructing the whole things you have been creating with your beloved ones.,conv,3,2.5,2,17,69360,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.320459915,0.325258942
46,cm995,"Some relationships are worse than nothing, making you feel all alone and tiring.",conv,4.5,2.5,5,11,54202,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.296743404,0.256323923
46,cm1000,Some professors are like walking dictionaries know everything they are asked about.,conv,5,2.5,10,9,25231,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.140580739,0.150647454
46,cm1006,Education is hope for many people who pursue a better life.,conv,4,2.5,16,19,54378,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.298317889,0.380720405
47,cm1014,Education is a promise to a brighter future.,conv,3.5,2.5,2,19,25484,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.216430556,0.371669186
47,cm1033,Her beauty is a powerful but beautifully decorated gun aimed to what she wants.,conv,5,2.5,21,14,88040,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.119769661,0.204185884
48,cm1035,Some professors are unlimited idea banks.,conv,4.5,2.5,1,9,64045,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.085574314,0.131380122
48,cm1044,Some people are like mysterious boxes.,conv,5,2.5,10,8,37904,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.32370355,0.365309625
48,cm1049,Some college lectures are like stucking in an empty room.,conv,4.5,2.5,15,2,43933,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,,
48,cm1050,Her smile is like a candy.,conv,5,2.5,16,10,18906,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,-0.06695937,-0.063168195
49,cm1063,Some teenagers are like rolling balls.,conv,5,2.5,7,12,177419,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.177901972,0.216732617
50,cm1087,Divorce is a kind of illness which would have great impact on people's lives.,conv,5,2.5,9,17,109158,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.607930567,0.443866838
50,cm1089,Certain memories are just like it's on-going in front of me.,conv,3.5,2.5,11,4,28387,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,,
50,cm1096,Colleges is like a pot full of different people.,conv,5,2.5,18,16,39824,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.454510184,0.65220764
51,cm1109,Some teenagers are liking machine without stoping,conv,5,2.5,9,12,39909,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.14617222,0.284146332
51,cm1117,Her smile is a pretty gril,conv,2.5,2.5,17,10,23327,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,-0.00684462,-0.037477641
52,cm1335,friendshup is like first-rate glue,conv,5,2.5,15,20,103894,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.069455332,0.066861363
53,cm1302,Some college lectures are similar to the lullalby in my childhood which nurtures me to sleep.,conv,5,2.5,4,2,59279,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,,
53,cm1306,Some relationships are the prisons.,conv,4.5,2.5,8,11,27434,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.177960447,0.118458798
